Date,Mining,Construction,Durable_goods,Non_durable_goods,Retail,Transportation,Information,Financial_activities,Professional_and_business_activities,Education_and_health,Leisure_and_hospitality
2019-04,-0.001367989056087593,0.029009762900976233,-0.0007463614877472047,0.00021119324181628762,0.002735676593758507,0.0023528134218957497,-0.0017618040873854657,0.002541002541002646,0.01200497417256563,0.003690955086467884,0.019825978868862615
2019-05,0.005479452054794498,0.022092708050962306,0.0011203784389393068,0.004434121621621712,0.0038789759503490284,0.009298882328512281,0.004235792446170228,0.0036866359447005337,0.0028356727633631618,-0.003677382034542598,0.023401791699676933
2019-06,0.008174386920980936,0.021084736772311263,0.0074608306391446,0.00966996005886056,0.004887944358578089,0.00769258291888808,0.011599297012302223,0.008953168044077087,0.008435835807530934,-0.0076722100111973335,0.025844101709045386
2019-07,-0.004054054054054013,0.007012987012986915,-0.0037027894347074763,0.003955860920258125,0.0002691634783611452,-0.006213606021871931,0.0034746351633079264,0.006143344709897525,0.0007477334330310281,-0.0033433634236041954,0.004179485691066409
2019-08,-0.005427408412483015,0.0009027598658757352,-0.00012388503468785395,0.0012442969722106234,-0.0028126421537534307,0.0016435028046732914,0.0017313019390581275,0.00022614201718673677,0.0026151116092276716,0.004696410600469658,-0.002427886004971347
2019-09,-0.010914051841746208,-0.007473263754670834,-0.004584314211374063,-0.0031068765534383314,-0.007350201102530263,0.01771000535045486,-0.008987210508123011,-0.006556635767578589,-0.0024219841639496753,0.011435726210350605,-0.027930694790519794
2019-10,0.0027586206896552667,0.0023367519148382865,-0.007468259895444307,-0.002285476833575717,0.00991598596745602,0.008499377880588188,0.005580746424834304,0.0035275375512062723,0.008684284246895047,0.012379301807378118,-0.006497764530551398
2019-11,-0.022008253094910613,-0.014376376117083312,0.0061449711562577836,-0.0006247396917951065,0.027238351599051525,0.022624591645235226,0.009018383628165205,0.00034017462297319945,0.0018977967043141142,0.004768892149669801,-0.012420496819872784
2019-12,-0.025316455696202556,-0.021024967148488782,0.0002492833104823511,-0.00041675349031045084,0.004623159470925842,0.025896346644010082,-0.001031282227569652,0.001927000680117974,-0.006329406329406373,-0.002109447892580385,0.0009113554893978026
2020-01,-0.02164502164502169,-0.027785234899328826,-0.007227414330218118,-0.012299353762768361,-0.036870967140931965,-0.03350780137145115,-0.013076393668272512,-0.006335558321077017,-0.021945322670634204,-0.009553233871295586,-0.021670511108413226
2020-02,-0.004424778761061954,0.00483225182935243,0.00138069536839458,0.002321654706627374,-0.009962342988315998,-0.015286798855204009,0.009065550906555142,0.004212683593305178,0.004658680357482403,0.012477425710063939,0.010858100142706384
2020-03,-0.008888888888888835,0.00261060730970053,-0.0036349962396590163,-0.005474836807748962,-0.0043702251545210125,-0.0007309559860073644,-0.0020732550103662595,-0.00170068027210879,-0.0039746380240370804,-0.007986054807848197,-0.033574760618708566
2020-04,-0.08071748878923768,-0.1158010141153899,-0.11322178890426471,-0.08532712259157316,-0.1409909202710835,-0.09986589337652607,-0.08933518005540164,-0.028392958546280544,-0.0948693586698337,-0.10588042989661228,-0.4507462686567164
2020-05,-0.021138211382113803,0.0957842529448234,0.02071215775287283,0.026388888888888795,0.03567756920382292,0.0026314261942996797,-0.017110266159695797,0.004441846873173505,0.009709756993649288,0.01247714808043865,0.19137372802960217
2020-06,-0.0033222591362126463,0.040876944837340945,0.045170257123002155,0.025935949481280973,0.06642647058823536,0.02363997761438852,0.008123791102514488,0.00954265099499585,0.023131302630211126,0.01525752719721929,0.22653596039988355
2020-07,-0.0016666666666667052,0.008832721837206181,0.0003989361702128047,0.007693998681028713,0.01686501096294668,-0.0007163863961991979,0.0,0.003919308357348772,0.00878931057257537,0.004401760704281665,0.05752947693281629
2020-08,-0.006677796327211993,0.004849137931034475,0.0001329256945368229,0.005453752181500793,0.014747762408462206,0.014998302079009873,0.006139677666922472,0.0024112986565620886,0.010273972602739656,0.008499335989375911,0.006061059563005067
2020-09,0.003361344537815114,-0.005495978552278791,0.0010632642211589882,-0.0006509004122369211,-0.004917978016103719,0.023140833813497963,0.011441647597254079,-0.002290950744558984,0.0027417746759721418,0.013343867965938117,7.437709185564856e-05
2020-10,0.0,0.01172664779619903,0.0007966011683484542,0.003039513677811634,0.01606242319650275,0.02141845002361653,0.0007541478129713397,0.0047072330654420735,0.01938851603281133,0.014770856796326726,0.011973821210768953
2020-11,0.003350083752093891,-0.012390087929656235,0.004245157866808125,0.00021645021645011475,0.023580572463337113,0.04521120497999109,0.0018839487565938118,0.0013712718546452507,0.003657644476956934,0.003542920561744989,-0.013889909605350192
2020-12,0.0033388981636059967,-0.014569000404694443,0.005284015852047519,0.004328067517853196,0.01724572085305298,0.02336345227763892,0.002256487401278706,0.002852904256533062,0.0025267249757046084,-0.004636324968098626,-0.04173498285884636
