,,close,high,low,open,volume
SPLK,4/15/2019,134.68,136.49,132.74,135.02,961116
SPLK,4/16/2019,133.52,137.25,132.35,135.78,1253896
SPLK,4/17/2019,128.91,134.79,128.2,134.59,1560529
SPLK,4/18/2019,128.08,129.58,125.25,128.8,1264847
SPLK,4/22/2019,130,130.37,127.3,127.89,1295041
SPLK,4/23/2019,133.61,133.76,129.64,130.5,1714434
SPLK,4/24/2019,133.29,135.74,133.19,134.33,977765
SPLK,4/25/2019,135.76,136.76,132.69,135.02,1422442
SPLK,4/26/2019,137.7,138.2,135.28,136.1,1008908
SPLK,4/29/2019,138.88,140.75,138,138.11,1142772
SPLK,4/30/2019,138.04,139.96,136.9264,138.24,726086
SPLK,05/01/2019,134.81,139,134.66,138.52,1332413
SPLK,05/02/2019,134.47,136.96,132.73,134.5,1166844
SPLK,05/03/2019,135.22,136.59,134,135.6,998987
SPLK,05/06/2019,135.1,135.5388,129.2,131.01,729051
SPLK,05/07/2019,131.29,134,128.22,133.5,1473556
SPLK,05/08/2019,131.77,132.94,130.23,131.29,652433
SPLK,05/09/2019,132.43,132.97,127.72,130.06,758404
SPLK,05/10/2019,133.32,134.19,129.92,132.04,871897
SPLK,5/13/2019,126.86,130.81,126.14,128.86,1034055
SPLK,5/14/2019,130.98,131.93,127.52,128.26,964582
SPLK,5/15/2019,135,135.8396,130.21,130.21,1140522
RAMP,3/15/2019,59.87,61.04,59.67,61.04,2256455
RAMP,3/18/2019,61.72,61.86,59.69,60.4,690222
RAMP,3/19/2019,61.55,62,60.89,61.7,639292
RAMP,3/20/2019,61.77,62.42,60.7,61.55,590975
RAMP,3/21/2019,62.04,63.23,61.43,61.43,664904
RAMP,3/22/2019,58.97,61.685,58.54,61.45,1009348
RAMP,3/25/2019,58.81,59.57,57.34,57.87,983229
RAMP,3/26/2019,55.58,59.5,54.85,59.5,1633839
RAMP,3/27/2019,53.74,55.9,53.38,55.9,1345633
RAMP,3/28/2019,53.8,54.58,53.11,54.25,1186964
RAMP,3/29/2019,54.57,54.98,53.5,54.41,750998
RAMP,04/01/2019,54.79,55.49,53.831,54.91,919449
RAMP,04/02/2019,54.23,54.83,53.88,54.83,449617
RAMP,04/03/2019,54.36,54.79,53.9,54.52,487576
RAMP,04/04/2019,53.36,54.45,52.41,54.45,631055
RAMP,04/05/2019,54.56,54.64,53.12,53.62,726445
RAMP,04/08/2019,54.83,54.92,53.855,54.56,374446
RAMP,04/09/2019,54.32,54.81,54.12,54.4,400342
RAMP,04/10/2019,55.77,55.81,54.345,54.57,528814
RAMP,04/11/2019,56.67,56.73,55,55.75,692475
RAMP,04/12/2019,56.47,56.76,56.04,56.69,440672
RAMP,4/15/2019,56.06,56.73,55.56,56.46,397367
RAMP,4/16/2019,56.31,56.51,55.97,56.36,345136
RAMP,4/17/2019,55.15,57.12,54.88,56.42,399039
RAMP,4/18/2019,55.93,56.01,54.29,54.8,375551
RAMP,4/22/2019,56.91,56.93,55.43,55.6,340950
RAMP,4/23/2019,58.5,58.72,56.7818,57.01,595163
RAMP,4/24/2019,58.44,58.72,58,58.44,328380
RAMP,4/25/2019,57.94,58.39,56.98,58.39,410726
RAMP,4/26/2019,59.45,59.64,57.62,58.02,334426
RAMP,4/29/2019,59.08,60.51,59.05,59.58,671431
RAMP,4/30/2019,58.33,59.21,56.78,58.93,762880
RAMP,05/01/2019,57.54,58.69,57.49,58.56,515343
RAMP,05/02/2019,58.26,58.35,56.92,57.58,410002
RAMP,05/03/2019,58.21,58.94,57.76,58.8,499560
RAMP,05/06/2019,57.64,57.9,56.89,57.01,531149
RAMP,05/07/2019,56.01,57.3,55.05,56.96,623195
RAMP,05/08/2019,58.64,59.76,55.65,55.72,713239
RAMP,05/09/2019,57.96,58.28,56.76,57.82,581057
RAMP,05/10/2019,58.6,58.93,57.115,57.93,476870
RAMP,5/13/2019,53.54,57.1701,53.38,57.12,690820
RAMP,5/14/2019,54.68,55.005,53.79,53.79,660238
RAMP,5/15/2019,55.74,56.15,54.18,54.23,393345
EVH,3/15/2019,13.11,13.46,12.9792,13.07,1655127
EVH,3/18/2019,12.63,13.23,12.52,13.18,1033955
EVH,3/19/2019,12.9,13.13,12.26,12.64,1109256
EVH,3/20/2019,13.1,13.34,12.74,12.9,1473345
EVH,3/21/2019,14,14.11,13.04,13.04,2900105
EVH,3/22/2019,13.33,14.26,13.27,14,1491614
EVH,3/25/2019,13.46,13.52,13.08,13.3,686203
EVH,3/26/2019,13.17,13.72,13.05,13.61,873432
EVH,3/27/2019,12.59,13.25,12.5,13.14,934659
EVH,3/28/2019,12.51,12.77,12.27,12.67,1430319
EVH,3/29/2019,12.58,12.7,12.37,12.62,1056827
EVH,04/01/2019,12.45,12.89,12.26,12.74,571389
EVH,04/02/2019,12.45,12.515,12.1101,12.5,730910
EVH,04/03/2019,12.32,12.6,12.21,12.5,603581
EVH,04/04/2019,12.28,12.43,12.09,12.36,656275
EVH,04/05/2019,12.4,12.49,12.23,12.36,910289
EVH,04/08/2019,12.58,12.8,12.26,12.7,879337
EVH,04/09/2019,12.63,12.78,12.48,12.56,1320426
EVH,04/10/2019,12.69,12.83,12.4288,12.68,1078661
EVH,04/11/2019,13.21,14.3,13.15,14.26,4264563
EVH,04/12/2019,12.97,13.3,12.69,13.28,1589873
EVH,4/15/2019,13.47,13.71,12.963,13,1656506
EVH,4/16/2019,13.39,13.61,13.305,13.5,1138276
EVH,4/17/2019,12.7,13.45,12.23,13.41,1816934
EVH,4/18/2019,13.23,13.26,12.4,12.65,1370565
EVH,4/22/2019,13.65,13.77,13.0713,13.18,1084724
EVH,4/23/2019,13.69,14.14,13.54,13.66,1145871
EVH,4/24/2019,13.61,13.82,13.525,13.69,501960
EVH,4/25/2019,13.56,13.645,13.25,13.6,570107
EVH,4/26/2019,13.67,13.755,13.45,13.66,870766
EVH,4/29/2019,14.13,14.14,13.72,13.8,706115
EVH,4/30/2019,13.55,14.13,13.48,14.04,675967
EVH,05/01/2019,13.56,13.74,13.4,13.56,576605
EVH,05/02/2019,13.83,13.83,13.41,13.53,919661
EVH,05/03/2019,14,14.41,13.91,13.96,984455
EVH,05/06/2019,14.39,14.48,13.55,13.68,684567
EVH,05/07/2019,13.7,14.195,13.5,14.19,968209
EVH,05/08/2019,14.2,14.6,13.5011,14.44,1513922
EVH,05/09/2019,14.36,14.59,13.91,14.12,1142269
EVH,05/10/2019,14.52,14.57,14.16,14.21,820881
EVH,5/13/2019,13.6,14.22,13.51,14.16,806655
EVH,5/14/2019,14.12,14.145,13.6,13.64,612806
EVH,5/15/2019,14.22,14.32,13.88,13.95,567672
HQY,3/15/2019,82.16,83.755,81.495,81.9,1082477
HQY,3/18/2019,82.87,83.83,80.83,82.2,1094019
HQY,3/19/2019,84.51,85.07,79.5,81.24,1507969
HQY,3/20/2019,79.63,84.98,79.37,84.64,976508
HQY,3/21/2019,82.73,83.51,79.05,79.24,935320
HQY,3/22/2019,73.78,82.19,73.68,82.08,1526531
HQY,3/25/2019,73.57,75.04,72.06,73.62,716816
HQY,3/26/2019,73.61,74.77,72.55,73.96,550280
HQY,3/27/2019,72.64,73.45,71.41,73.36,684210
HQY,3/28/2019,72.85,74.29,72.17,72.76,629207
HQY,3/29/2019,73.98,74.56,72.39,72.9,838192
HQY,04/01/2019,74.3,75,73.44,74.74,603165
HQY,04/02/2019,74.45,74.715,72.7897,74.54,520454
HQY,04/03/2019,75,75.49,74.48,75,846498
HQY,04/04/2019,76.14,76.25,74.27,75.01,687272
HQY,04/05/2019,77.73,78.52,76.05,76.18,611321
HQY,04/08/2019,77.15,77.75,76.4533,77.39,427409
HQY,04/09/2019,77.02,78.15,76.51,77.14,603241
HQY,04/10/2019,78.3,78.9,76.76,77.32,392423
HQY,04/11/2019,75.9,78.62,75.39,78.47,393477
HQY,04/12/2019,73.74,76.72,73.46,76.05,549035
HQY,4/15/2019,75.09,75.14,73.29,73.82,441111
HQY,4/16/2019,70.87,76.15,70.16,75.67,984506
HQY,4/17/2019,62.59,71.15,61.6601,70.57,3713751
HQY,4/18/2019,64.69,65.24,62.2901,62.89,1128001
HQY,4/22/2019,66.08,67.04,64,64.67,1032578
HQY,4/23/2019,69.02,69.23,66,66.46,920013
HQY,4/24/2019,70.58,71.35,68.3865,69.32,677099
HQY,4/25/2019,69.56,70.7,69.18,70.14,418158
HQY,4/26/2019,72.59,74.21,69.74,69.96,675894
HQY,4/29/2019,72.93,74.54,72.12,72.97,739261
HQY,4/30/2019,67.75,69.99,64.79,67.5,2264461
HQY,05/01/2019,69.32,69.635,66.86,68.38,1344977
HQY,05/02/2019,69.5,70.905,67.615,69.47,865816
HQY,05/03/2019,71.26,71.625,69.545,70.28,779376
HQY,05/06/2019,70.3,71.39,68,69.55,829100
HQY,05/07/2019,70.01,71.235,68.69,69.7,706065
HQY,05/08/2019,70.96,72.04,69.02,70.02,751887
HQY,05/09/2019,69.76,71.105,68.75,70.31,591548
HQY,05/10/2019,69.48,70.0034,67.02,69.62,716271
HQY,5/13/2019,67.7,68.66,66.2908,67.75,634795
HQY,5/14/2019,69.34,70.14,67.89,68.11,472293
HQY,5/15/2019,69.36,70.35,68.2899,68.67,524599
PLT,3/15/2019,48.85,49.49,48.37,48.46,513958
PLT,3/18/2019,49.89,49.96,48.58,48.94,313391
PLT,3/19/2019,51.28,51.82,49.86,50.17,535899
PLT,3/20/2019,50.77,51.4,50.09,51.19,452231
PLT,3/21/2019,51.36,51.83,50.557,50.6,288071
PLT,3/22/2019,47.43,51.1,46.916,50.91,592287
PLT,3/25/2019,46.26,47.43,45.97,47.2,517501
PLT,3/26/2019,45,46.76,44.72,46.65,619916
PLT,3/27/2019,45.18,45.41,44.07,45.07,407266
PLT,3/28/2019,45.66,45.82,44.83,45.28,182517
PLT,3/29/2019,46.11,46.98,45.81,45.91,355727
PLT,04/01/2019,47.6,47.65,46.47,46.93,337889
PLT,04/02/2019,47.86,48.5,47.63,47.67,216333
PLT,04/03/2019,49.32,49.7,48.5,48.5,424511
PLT,04/04/2019,49.26,49.81,49.055,49.42,294139
PLT,04/05/2019,50.45,50.53,49.5,49.52,322194
PLT,04/08/2019,50.88,50.88,50.06,50.35,246182
PLT,04/09/2019,50.5,51.01,50.18,50.63,472695
PLT,04/10/2019,52.44,52.5,50.38,50.61,456449
PLT,04/11/2019,52.61,52.89,52.09,52.6,547596
PLT,04/12/2019,52.74,53.145,52.05,53,387132
PLT,4/15/2019,51.54,53.18,51.07,52.87,241891
PLT,4/16/2019,52.39,52.52,51.36,51.84,219371
PLT,4/17/2019,52.68,52.76,51.57,52.76,242638
PLT,4/18/2019,52.41,52.72,51.86,52.54,201626
PLT,4/22/2019,52.87,52.9,52.06,52.26,174595
PLT,4/23/2019,52.79,53.18,52.44,52.92,184715
PLT,4/24/2019,52.26,53.225,51.98,52.9,179166
PLT,4/25/2019,51.13,52.09,50.29,52.09,151551
PLT,4/26/2019,51.16,51.45,50.505,51.08,162618
PLT,4/29/2019,52.85,53.22,51.06,51.19,335874
PLT,4/30/2019,51.48,52.73,50.795,52.73,333860
PLT,05/01/2019,51.12,52.09,50.9,51.61,317646
PLT,05/02/2019,51.19,51.84,50.54,51.01,155024
PLT,05/03/2019,53.26,53.325,50.66,51.18,246115
PLT,05/06/2019,52.66,53.92,51.66,52.03,588545
PLT,05/07/2019,51.05,52.25,50.53,51.84,458621
PLT,05/08/2019,47.97,49.2,43.25,47.5,1340358
PLT,05/09/2019,44.4,47.24,44.31,47.06,714122
PLT,05/10/2019,43.87,44.4,42.4,44.03,723003
PLT,5/13/2019,43.94,44.78,42.77,42.98,469313
PLT,5/14/2019,45.86,46.055,43.97,44.03,342747
PLT,5/15/2019,47.14,47.4,45.35,45.36,368243
ASX,3/15/2019,4,4.04,3.98,4.02,847130
ASX,3/18/2019,4.02,4.05,4.005,4.05,192148
ASX,3/19/2019,4.02,4.045,4.005,4.03,145142
ASX,3/20/2019,4.01,4.03,3.96,4.01,246553
ASX,3/21/2019,4.12,4.14,4.03,4.03,537796
ASX,3/22/2019,4.17,4.23,4.15,4.2,576197
ASX,3/25/2019,4.18,4.18,4.125,4.17,520019
ASX,3/26/2019,4.37,4.38,4.3,4.3,778869
ASX,3/27/2019,4.3,4.46,4.29,4.43,992786
ASX,3/28/2019,4.3,4.31,4.24,4.24,705742
ASX,3/29/2019,4.31,4.33,4.26,4.32,539714
ASX,04/01/2019,4.45,4.45,4.38,4.44,482017
ASX,04/02/2019,4.53,4.61,4.51,4.51,570177
ASX,04/03/2019,4.53,4.585,4.49,4.53,496369
ASX,04/04/2019,4.57,4.59,4.52,4.56,812750
ASX,04/05/2019,4.62,4.66,4.54,4.63,546556
ASX,04/08/2019,4.55,4.575,4.52,4.56,331729
ASX,04/09/2019,4.54,4.58,4.53,4.58,415862
ASX,04/10/2019,4.58,4.63,4.54,4.56,639928
ASX,04/11/2019,4.53,4.58,4.51,4.56,584269
ASX,04/12/2019,4.49,4.52,4.4711,4.5,365792
ASX,4/15/2019,4.52,4.53,4.48,4.52,399148
ASX,4/16/2019,4.55,4.56,4.465,4.54,861805
ASX,4/17/2019,4.84,4.89,4.73,4.73,1106039
ASX,4/18/2019,4.65,4.77,4.61,4.77,1562009
ASX,4/22/2019,4.81,4.83,4.69,4.69,905688
ASX,4/23/2019,4.78,4.79,4.72,4.79,544985
ASX,4/24/2019,4.7,4.72,4.63,4.72,359998
ASX,4/25/2019,4.67,4.71,4.635,4.7,295265
ASX,4/26/2019,4.64,4.67,4.55,4.64,1208141
ASX,4/29/2019,4.54,4.62,4.51,4.62,422764
ASX,4/30/2019,4.55,4.57,4.49,4.5,251305
ASX,05/01/2019,4.51,4.59,4.5,4.59,217810
ASX,05/02/2019,4.49,4.53,4.45,4.53,3253054
ASX,05/03/2019,4.6,4.63,4.58,4.62,674897
ASX,05/06/2019,4.56,4.59,4.5,4.54,1319264
ASX,05/07/2019,4.43,4.55,4.39,4.55,1193005
ASX,05/08/2019,4.44,4.52,4.41,4.41,735584
ASX,05/09/2019,4.36,4.39,4.28,4.38,411486
ASX,05/10/2019,4.36,4.395,4.3,4.33,428384
ASX,5/13/2019,4.23,4.26,4.18,4.23,361986
ASX,5/14/2019,4.23,4.27,4.215,4.23,778214
ASX,5/15/2019,4.33,4.39,4.3,4.3,373795
VSAT,3/15/2019,77.29,77.67,75.94,76.41,1004625
VSAT,3/18/2019,77.87,78.65,77.28,77.28,407865
VSAT,3/19/2019,77.5,78.47,77.4,78.45,496672
VSAT,3/20/2019,75.77,77.22,75.4,77.22,420996
VSAT,3/21/2019,77.01,77.46,75.79,75.79,349501
VSAT,3/22/2019,75.76,76.65,75.365,76.45,313656
VSAT,3/25/2019,76.13,76.3,74.71,75.5,244532
VSAT,3/26/2019,77.15,77.43,76.5002,76.59,292051
VSAT,3/27/2019,76.98,77.68,75.72,77.15,230357
VSAT,3/28/2019,77.52,77.635,76.64,77.1,249173
VSAT,3/29/2019,77.5,78,76.94,78,543475
VSAT,04/01/2019,78.09,78.47,77.54,78.04,324873
VSAT,04/02/2019,79.02,79.11,77.9943,78.25,316573
VSAT,04/03/2019,79.52,80.42,78.22,79.44,356796
VSAT,04/04/2019,78.98,79.8699,78.4264,79.5,331936
VSAT,04/05/2019,80.08,80.23,78.99,79.04,323273
VSAT,04/08/2019,82.65,82.71,79.5994,79.79,579073
VSAT,04/09/2019,82.38,83.48,82.27,82.57,691708
VSAT,04/10/2019,84.26,84.6,82.27,82.57,517334
VSAT,04/11/2019,85.55,86,84.05,84.3,560417
VSAT,04/12/2019,87,87.11,85.47,85.93,393133
VSAT,4/15/2019,86.55,87.805,86.27,86.94,407323
VSAT,4/16/2019,87.16,87.49,86.645,86.91,337192
VSAT,4/17/2019,88.28,89.28,87.27,87.41,653019
VSAT,4/18/2019,88.2,88.55,87.89,88.13,644913
VSAT,4/22/2019,88.61,88.88,87.57,87.57,628428
VSAT,4/23/2019,88.56,88.88,88.36,88.8,680337
VSAT,4/24/2019,88.99,90.43,88.184,88.84,843257
VSAT,4/25/2019,88.95,89.51,87.79,88.84,584458
VSAT,4/26/2019,89.38,89.84,88.98,89.46,664134
VSAT,4/29/2019,89.28,90.09,89.1,89.45,454409
VSAT,4/30/2019,90.82,90.93,88.58,89.32,392790
VSAT,05/01/2019,90.05,90.96,89.97,90.96,499232
VSAT,05/02/2019,90.23,90.73,89.13,89.8,509107
VSAT,05/03/2019,91.89,92.43,90.14,90.22,416393
VSAT,05/06/2019,92,92.27,89.71,90.38,345181
VSAT,05/07/2019,90.93,91.87,90.17,91.13,358731
VSAT,05/08/2019,91.67,92.62,90.17,90.83,461319
VSAT,05/09/2019,89.09,91.18,88.8862,91.09,559487
VSAT,05/10/2019,90.48,90.51,87.775,88.92,405185
VSAT,5/13/2019,87.98,89.12,87.53,88.91,322586
VSAT,5/14/2019,89.26,89.85,87.45,88.31,432160
VSAT,5/15/2019,89.74,89.78,88.28,88.74,268723
CCMP,3/15/2019,111.0725,112.3377,109.0102,109.9866,536784
CCMP,3/18/2019,112.0289,112.5868,109.9766,111.2817,300925
CCMP,3/19/2019,111.73,113.2842,111.202,112.6266,421116
CCMP,3/20/2019,111.64,112.77,110.19,112.04,318778
CCMP,3/21/2019,115.3,116.16,111.32,111.32,292760
CCMP,3/22/2019,110.65,114.915,110.58,114.69,227218
CCMP,3/25/2019,109.68,111.92,109.405,110.01,263044
CCMP,3/26/2019,108.64,111.62,108.14,110.3,290596
CCMP,3/27/2019,107.44,109,106.38,108.64,214599
CCMP,3/28/2019,108.54,108.87,107.14,107.74,256246
CCMP,3/29/2019,111.96,112.71,109.44,109.49,335080
CCMP,04/01/2019,115.26,115.915,112.95,112.95,232306
CCMP,04/02/2019,114.42,115.51,114.37,115.27,194745
CCMP,04/03/2019,119.38,120.08,116.1,116.31,292690
CCMP,04/04/2019,119.15,120.49,118.74,119.68,210074
CCMP,04/05/2019,121.26,121.41,118.701,119.9,113285
CCMP,04/08/2019,122.27,122.72,120.59,121.25,194325
CCMP,04/09/2019,120.83,122.72,120.61,122.32,178749
CCMP,04/10/2019,122.63,122.79,120.35,121.08,259824
CCMP,04/11/2019,120.86,123.11,120.4,122.92,213777
CCMP,04/12/2019,123,123.68,121.625,121.63,351920
CCMP,4/15/2019,122,123.635,121.16,123.18,111839
CCMP,4/16/2019,124.84,125.03,122.54,122.92,182129
CCMP,4/17/2019,125.88,126.38,123.97,126.17,218095
CCMP,4/18/2019,126.74,128.37,125.42,125.54,258001
CCMP,4/22/2019,125.44,127.5,124.88,126.65,156744
CCMP,4/23/2019,127.13,127.45,125.23,125.53,165113
CCMP,4/24/2019,127.18,129.94,127.18,127.26,161483
CCMP,4/25/2019,122.6,127.3,121.2,127,419793
CCMP,4/26/2019,122.98,123.13,119.05,121.85,419853
CCMP,4/29/2019,124.08,124.78,122.4195,122.95,159071
CCMP,4/30/2019,126.25,126.64,124,124,262807
CCMP,05/01/2019,124.23,127.52,124.08,126.9,388493
CCMP,05/02/2019,123,125.65,121.985,123.9,183520
CCMP,05/03/2019,125.95,126.09,123.42,123.93,188289
CCMP,05/06/2019,124.5,124.69,120.51,122.7,148094
CCMP,05/07/2019,122.56,124.1924,120.96,122.9,205016
CCMP,05/08/2019,120.45,122.72,119.55,121.78,338152
CCMP,05/09/2019,114.82,115.674,107,112.59,545253
CCMP,05/10/2019,113.03,114.49,110.52,114.18,351465
CCMP,5/13/2019,107.26,110.54,106.9401,110.15,298585
CCMP,5/14/2019,108.27,108.99,107.35,108.43,299201
CCMP,5/15/2019,109.01,109.55,106.7567,107.18,224111
VIOT,3/15/2019,10.18,10.2593,9.98,10.2,59044
VIOT,3/18/2019,12,12,10.28,10.68,262092
VIOT,3/19/2019,11.98,12.285,11.43,12.19,257992
VIOT,3/20/2019,10.66,11.95,10.55,11.95,103887
VIOT,3/21/2019,11.47,11.66,10.7,10.7,114443
VIOT,3/22/2019,11.36,11.58,10.75,11.37,46639
VIOT,3/25/2019,12,12,11.03,11.24,102971
VIOT,3/26/2019,11.27,12.1,10.5,12.1,147001
VIOT,3/27/2019,11.09,11.41,10.75,11.28,22019
VIOT,3/28/2019,10.81,11.14,10.6,11,26111
VIOT,3/29/2019,11.07,11.38,10.85,10.89,442536
VIOT,04/01/2019,11.35,11.44,11.2705,11.42,27356
VIOT,04/02/2019,11.46,11.48,11.19,11.35,30216
VIOT,04/03/2019,11.42,12,11.2104,11.53,172655
VIOT,04/04/2019,11.26,11.61,11,11.39,88778
VIOT,04/05/2019,11.32,11.6637,11.1,11.25,24057
VIOT,04/08/2019,11.25,11.4,11.0001,11.39,25626
VIOT,04/09/2019,11.14,11.2416,11,11.15,17893
VIOT,04/10/2019,11.32,11.3899,11.16,11.16,18328
VIOT,04/11/2019,11.1,11.29,11.03,11.29,49955
VIOT,04/12/2019,11.89,11.89,11.0989,11.24,48575
VIOT,4/15/2019,11.98,12,11.691,11.92,43672
VIOT,4/16/2019,13.49,13.84,11.6801,12,1158684
VIOT,4/17/2019,13.22,13.8055,12.57,13.55,376826
VIOT,4/18/2019,15.25,15.84,13.24,13.24,563320
VIOT,4/22/2019,15,15.15,14.241,15.1,194575
VIOT,4/23/2019,13.6,14.51,13.5,14.31,724529
VIOT,4/24/2019,13.59,14.056,13.37,13.71,112762
VIOT,4/25/2019,13.51,13.74,13.45,13.5,158669
VIOT,4/26/2019,14.74,14.84,13.23,13.55,978676
VIOT,4/29/2019,14.5,15.09,14.25,14.92,342115
VIOT,4/30/2019,13.77,14.73,13.6,14.5,607294
VIOT,05/01/2019,14.36,14.75,13.6,13.88,195192
VIOT,05/02/2019,13.74,14.44,13.6,14.22,121782
VIOT,05/03/2019,12,14.028,11.26,13.76,485268
VIOT,05/06/2019,11.66,11.95,10.77,11,186688
VIOT,05/07/2019,10.09,11.64,10,11.64,361983
VIOT,05/08/2019,10.5,10.7,10.06,10.16,188210
VIOT,05/09/2019,10.01,10.29,9.6,10.23,236993
VIOT,05/10/2019,9.65,10.25,9.61,10.06,216442
VIOT,5/13/2019,9.18,9.6138,9.01,9.56,131749
VIOT,5/14/2019,9.38,9.75,9.1,9.32,159793
VIOT,5/15/2019,9.61,9.7964,9.38,9.38,177468
QTWO,3/15/2019,68.25,69.21,67.1301,67.87,539991
QTWO,3/18/2019,69,69.29,67.97,68.44,184497
QTWO,3/19/2019,69.45,70,68.39,69.5,273167
QTWO,3/20/2019,69.6,70.7,69.08,69.51,199775
QTWO,3/21/2019,70.79,71.54,69.36,69.36,206614
QTWO,3/22/2019,68.44,71.279,68.39,70.28,221535
QTWO,3/25/2019,68.75,69.42,68,68.19,236068
QTWO,3/26/2019,69.59,70.36,69.01,69.37,166824
QTWO,3/27/2019,68.41,70.05,67.685,69.43,175895
QTWO,3/28/2019,69.2,69.38,67.86,68.58,249265
QTWO,3/29/2019,69.26,69.87,69.0644,69.87,301989
QTWO,04/01/2019,69.71,70.1925,68.89,69.85,158159
QTWO,04/02/2019,70.46,70.55,68.94,69.98,169618
QTWO,04/03/2019,68.06,69.97,67.97,68.89,373277
QTWO,04/04/2019,66.21,68.25,65,67.96,462251
QTWO,04/05/2019,66.66,66.75,65.54,66.39,256284
QTWO,04/08/2019,66.52,66.87,65.47,66.58,114643
QTWO,04/09/2019,66.99,67.475,66.08,66.35,222101
QTWO,04/10/2019,68.11,68.31,67.0836,67.4,340146
QTWO,04/11/2019,68.22,68.685,67.78,68.32,249214
QTWO,04/12/2019,68.74,68.81,67.6923,68.56,177370
QTWO,4/15/2019,69.55,69.78,68.51,68.84,176857
QTWO,4/16/2019,69.61,70.33,69.3,69.95,256365
QTWO,4/17/2019,69.03,69.77,68.21,69.77,297187
QTWO,4/18/2019,68.59,69.05,67.43,68.85,203146
QTWO,4/22/2019,70.03,70.1904,68.45,68.53,264517
QTWO,4/23/2019,72.25,72.65,70.19,70.38,756021
QTWO,4/24/2019,73.37,74.55,72.54,72.57,569944
QTWO,4/25/2019,74.04,74.34,72.5609,73.47,261296
QTWO,4/26/2019,74.52,75,73.2805,74.07,262630
QTWO,4/29/2019,75.42,76.08,74.59,74.77,448302
QTWO,4/30/2019,75.42,75.98,74.31,75.6,333706
QTWO,05/01/2019,73.6,75.65,73.14,75.65,365558
QTWO,05/02/2019,74.07,74.57,73.53,73.65,241829
QTWO,05/03/2019,75.12,75.24,73.64,74.72,163342
QTWO,05/06/2019,73.98,74.855,72.9218,73.25,358648
QTWO,05/07/2019,72.88,74.38,72.255,73.37,833783
QTWO,05/08/2019,69.32,72.9471,68.28,72.94,921163
QTWO,05/09/2019,71.01,71.04,68.04,68.17,546123
QTWO,05/10/2019,72.48,72.49,70.375,70.82,669782
QTWO,5/13/2019,70.11,71.48,69.79,70.81,403046
QTWO,5/14/2019,71.5,71.75,70.1,70.52,156272
QTWO,5/15/2019,72.37,72.76,70.78,70.78,278157
PKE,3/15/2019,16.6731,16.7824,16.5241,16.5638,156352
PKE,3/18/2019,16.6036,16.7327,16.4843,16.6632,89017
PKE,3/19/2019,16.4446,16.6731,16.4347,16.6731,77922
PKE,3/20/2019,16.5241,16.7278,16.3154,16.4943,95776
PKE,3/21/2019,16.4446,16.6731,16.4048,16.4943,212483
PKE,3/22/2019,15.7888,16.4347,15.7491,16.4048,109939
PKE,3/25/2019,15.8484,15.9577,15.6486,15.7093,70212
PKE,3/26/2019,15.908,16.0471,15.8286,15.8683,79495
PKE,3/27/2019,15.918,15.9577,15.5901,15.8981,84262
PKE,3/28/2019,15.8782,16.0074,15.6596,15.9875,88555
PKE,3/29/2019,15.6,15.9577,15.6,15.8484,108386
PKE,04/01/2019,15.94,15.95,15.62,15.72,146725
PKE,04/02/2019,15.79,15.865,15.69,15.85,79387
PKE,04/03/2019,15.92,16.1,15.69,15.9,97853
PKE,04/04/2019,15.85,16.04,15.78,15.96,71672
PKE,04/05/2019,15.97,16.01,15.92,15.94,62166
PKE,04/08/2019,15.88,15.95,15.835,15.86,78440
PKE,04/09/2019,15.67,15.94,15.66,15.78,94476
PKE,04/10/2019,15.95,16.03,15.65,15.72,105675
PKE,04/11/2019,15.99,16.06,15.92,15.98,48365
PKE,04/12/2019,16.09,16.17,15.88,16.02,96845
PKE,4/15/2019,16.1,16.11,15.96,16.08,29420
PKE,4/16/2019,16.14,16.39,16.08,16.12,99352
PKE,4/17/2019,16.29,16.32,16.09,16.28,82433
PKE,4/18/2019,16.24,16.36,16.15,16.25,55203
PKE,4/22/2019,16.27,16.29,16.08,16.19,78028
PKE,4/23/2019,16.62,16.7,16.295,16.35,86094
PKE,4/24/2019,16.8,16.9,16.505,16.62,100313
PKE,4/25/2019,16.4,16.78,16.25,16.78,39262
PKE,4/26/2019,16.51,16.53,16.29,16.4,42476
PKE,4/29/2019,16.59,16.71,16.37,16.53,56273
PKE,4/30/2019,16.45,16.62,16.39,16.56,78021
PKE,05/01/2019,16.35,16.6,16.34,16.54,151235
PKE,05/02/2019,16.46,16.56,16.28,16.4,81426
PKE,05/03/2019,16.69,16.77,16.46,16.46,76142
PKE,05/06/2019,16.44,16.74,16.3,16.56,71804
PKE,05/07/2019,16.16,16.4638,16.05,16.26,83823
PKE,05/08/2019,16.21,16.311,16.08,16.16,128209
PKE,05/09/2019,16.28,16.44,16.04,16.13,101613
PKE,05/10/2019,16.26,16.3,16.05,16.26,114670
PKE,5/13/2019,15.88,16.08,15.86,16.05,109999
PKE,5/14/2019,15.84,15.89,15.76,15.89,93872
PKE,5/15/2019,15.81,15.885,15.68,15.78,59677
ITRN,3/15/2019,33.8943,34.7087,33.5765,34.2717,86275
ITRN,3/18/2019,34.2618,34.5796,33.8943,33.9638,61841
ITRN,3/19/2019,34.4505,34.5299,34.093,34.2816,21138
ITRN,3/20/2019,33.805,34.7484,33.6759,34.1426,15854
