,,close,high,low,open,volume
CARG,3/19/2019,39.2,39.6,37.76,39.12,882593
CARG,3/20/2019,39.19,39.94,38.71,39.06,415777
CARG,3/21/2019,39.14,40.03,38.64,38.99,419367
CARG,3/22/2019,37.55,39.03,37.4,38.87,1005922
CARG,3/25/2019,38.05,38.705,37.42,37.56,720514
CARG,3/26/2019,38.99,39.04,38.19,38.34,542764
CARG,3/27/2019,38.71,39.55,38.505,39,547485
CARG,3/28/2019,38.81,39.27,38.31,38.85,425192
CARG,3/29/2019,40.06,40.25,39,39.35,750842
CARG,04/01/2019,39.9,41.0867,39.63,40.39,745810
CARG,04/02/2019,40.8,40.94,39.19,40,676397
CARG,04/03/2019,41.28,41.55,40.4,41.08,606340
CARG,04/04/2019,41.24,41.9,40.44,41.48,949313
CARG,04/05/2019,41.45,41.8,40.7,41.31,1111193
CARG,04/08/2019,39.81,41.29,39.76,41.29,642077
CARG,04/09/2019,39.35,39.74,38.74,39.74,574042
CARG,04/10/2019,39.74,39.76,38.94,39.24,534928
CARG,04/11/2019,39.8,40.55,39.47,39.75,588261
CARG,04/12/2019,40.99,41.04,39.58,40.06,486509
CARG,4/15/2019,41,41.55,40.44,41.04,433890
CARG,4/16/2019,37.62,41.28,37.55,41.28,2305595
CARG,4/17/2019,36.41,38.31,33.78,37.51,3405792
CARG,4/18/2019,36.3,36.6,35.795,36.29,1521696
CARG,4/22/2019,36.36,37.41,36.145,36.17,1100730
CARG,4/23/2019,36.67,36.91,36.21,36.47,838660
CARG,4/24/2019,37.64,37.86,36.81,36.81,770829
CARG,4/25/2019,37.97,38.36,37.53,37.74,606348
CARG,4/26/2019,39.3,39.44,37.9904,38.5,562671
CARG,4/29/2019,40.17,40.35,39.08,39.36,466213
CARG,4/30/2019,40.74,41.06,39.89,40.21,771944
CARG,05/01/2019,39.98,40.81,39.67,40.81,659770
CARG,05/02/2019,39.89,40.46,39.04,39.88,456417
CARG,05/03/2019,40.76,41.35,39.74,40.08,620390
CARG,05/06/2019,40.6,41.05,39.29,39.88,584913
CARG,05/07/2019,40.05,40.77,39.5,40.16,551391
CARG,05/08/2019,40.05,40.78,39.85,40,536867
CARG,05/09/2019,39.96,40.77,39.31,39.7,891380
CARG,05/10/2019,39.25,42.82,37.21,42.3,3339178
CARG,5/13/2019,38.35,39.31,37.8,38.36,960112
CARG,5/14/2019,38.92,39.59,38.4275,38.5,701758
CARG,5/15/2019,36.56,38.84,36.25,38.52,1792999
ZEN,3/15/2019,82.6,83.59,82.05,82.73,1955088
ZEN,3/18/2019,82.92,83.5,81.2974,82.6,1979243
ZEN,3/19/2019,83.88,84.56,82.51,83.41,1534512
ZEN,3/20/2019,84.02,84.95,82.77,83.54,1545096
ZEN,3/21/2019,85.64,86.13,83.785,83.8,1324992
ZEN,3/22/2019,82.82,85,81.8326,84.94,1590277
ZEN,3/25/2019,82.72,83.16,81.325,82.11,2026239
ZEN,3/26/2019,84.18,84.87,83.2001,83.93,1025190
ZEN,3/27/2019,82.41,84.5,80.91,84.27,1361417
ZEN,3/28/2019,83.32,83.6803,81.86,82.77,826326
ZEN,3/29/2019,85,85.5,83.416,84.13,1002112
ZEN,04/01/2019,85.33,86.479,83.66,86.01,1119081
ZEN,04/02/2019,86.27,86.485,84.55,85.38,886782
ZEN,04/03/2019,85.43,86.85,85.26,86.58,1146060
ZEN,04/04/2019,82.1,85.69,80.15,85.48,2008527
ZEN,04/05/2019,81.71,82.89,81.12,82.53,1797124
ZEN,04/08/2019,81.79,82.28,79.7,81.55,965076
ZEN,04/09/2019,82.6,83.06,81.2,81.2,1225110
ZEN,04/10/2019,83.34,84.91,82.63,83.09,1597257
ZEN,04/11/2019,83.89,84.0152,82.64,83.43,1053665
ZEN,04/12/2019,83.2,84.51,82.4,84.48,590325
ZEN,4/15/2019,83.22,84.12,82.7,83,1439231
ZEN,4/16/2019,81.97,83.88,81.31,83.66,1544159
ZEN,4/17/2019,80.7,82.55,79.26,82.09,1821872
ZEN,4/18/2019,80.9,81.21,78.43,80,1484317
ZEN,4/22/2019,82.58,82.71,80.255,80.87,769337
ZEN,4/23/2019,83.48,83.8743,82.81,82.92,1211840
ZEN,4/24/2019,82.96,84.84,82.67,84.35,2300561
ZEN,4/25/2019,84.53,86.09,83.25,84.01,1756042
ZEN,4/26/2019,85.77,86.04,84.21,84.69,1035693
ZEN,4/29/2019,87.55,87.725,86,86.44,2065088
ZEN,4/30/2019,87.78,87.92,86.0001,87.49,2122595
ZEN,05/01/2019,84.77,85.92,83.485,85.25,3913033
ZEN,05/02/2019,83.65,84.96,81.61,84.65,2015860
ZEN,05/03/2019,86.95,87.09,83.4,84.47,1888221
ZEN,05/06/2019,87.81,87.89,83.52,84.64,2122149
ZEN,05/07/2019,85.25,87.31,83.93,86.96,1914543
ZEN,05/08/2019,86.18,86.57,84.54,85.05,858731
ZEN,05/09/2019,87.26,87.74,84.385,85.27,1572302
ZEN,05/10/2019,88.58,89.07,85.5643,86.75,1178216
ZEN,5/13/2019,83.89,86.22,82.24,86.22,1882377
ZEN,5/14/2019,85.49,85.95,83.66,84.68,1573720
ZEN,5/15/2019,86.67,87.36,84.23,84.24,1601299
YNDX,3/15/2019,35.98,36.32,35.64,35.81,3355381
YNDX,3/18/2019,35.97,36.79,35.61,36.76,2409952
YNDX,3/19/2019,35.93,36.23,35.76,36.11,2377054
YNDX,3/20/2019,35.76,36.1309,35.28,36.13,3576849
YNDX,3/21/2019,35.88,36.01,35.11,36,2443279
YNDX,3/22/2019,35.31,35.79,34.825,35.5,1935964
YNDX,3/25/2019,35.73,36.02,35.2025,35.26,2594280
YNDX,3/26/2019,35.59,36.065,35.42,36.03,1572154
YNDX,3/27/2019,34.84,35.67,34.68,35.51,1872661
YNDX,3/28/2019,35.6,35.975,34.49,34.86,3100082
YNDX,3/29/2019,34.34,35.83,34.14,35.75,6168819
YNDX,04/01/2019,33.97,34.84,33.67,34.72,4177441
YNDX,04/02/2019,34.93,34.9625,33.91,33.91,5039881
YNDX,04/03/2019,34.77,35.035,34.56,34.81,1613915
YNDX,04/04/2019,34.64,35.12,34.51,34.75,1941208
YNDX,04/05/2019,35.21,35.325,34.64,34.79,2148263
YNDX,04/08/2019,35.75,35.79,35.07,35.2,2003196
YNDX,04/09/2019,35.98,36.29,35.72,35.72,1947521
YNDX,04/10/2019,37.45,37.65,35.96,36.05,4067110
YNDX,04/11/2019,37.8,37.97,37.13,37.21,2335518
YNDX,04/12/2019,38.9,38.995,37.7,37.91,3670623
YNDX,4/15/2019,39,39.03,38,38.4,3835512
YNDX,4/16/2019,38.83,39.02,38.63,38.85,1920044
YNDX,4/17/2019,38.2,39.37,38.07,39.04,3719019
YNDX,4/18/2019,37.34,38.17,37.21,38.12,3590525
YNDX,4/22/2019,37.44,37.67,37.41,37.59,1974895
YNDX,4/23/2019,37.81,38.03,37.47,37.52,4087188
YNDX,4/24/2019,37.62,37.68,37.22,37.6,2651975
YNDX,4/25/2019,37.12,38.07,36.02,38,3460191
YNDX,4/26/2019,36.69,37.18,36.49,37.15,1862038
YNDX,4/29/2019,37.32,37.57,36.91,37.02,2284284
YNDX,4/30/2019,37.43,37.47,36.83,37.17,2654940
YNDX,05/01/2019,38.08,38.645,37.45,37.53,2850906
YNDX,05/02/2019,36.5,37.93,36.35,37.82,3678386
YNDX,05/03/2019,37.24,37.25,36.71,36.87,2063023
YNDX,05/06/2019,36.99,37.2,35.96,36.22,1928813
YNDX,05/07/2019,36.32,36.86,36.12,36.69,884238
YNDX,05/08/2019,36.5,36.63,36.13,36.33,2177147
YNDX,05/09/2019,36.46,36.76,35.62,36.22,1966120
YNDX,05/10/2019,36.25,36.47,35.625,36.31,2337791
YNDX,5/13/2019,34.83,35.83,34.715,35.59,2689703
YNDX,5/14/2019,35.07,35.39,34.82,35.23,1496968
YNDX,5/15/2019,36.31,36.31,34.7,34.75,2563278
CYBR,3/15/2019,111.18,113.415,111.04,113,932470
CYBR,3/18/2019,112.31,114.28,111.5,111.92,1144370
CYBR,3/19/2019,114.46,114.95,112.62,113.87,636358
CYBR,3/20/2019,113.68,114.82,112.26,114,617835
CYBR,3/21/2019,117.58,117.98,112.8548,113.24,699918
CYBR,3/22/2019,113.19,117.85,112.62,117.59,1073404
CYBR,3/25/2019,112.83,113.65,108.35,112.44,964847
CYBR,3/26/2019,116.03,116.892,113.77,114.39,890301
CYBR,3/27/2019,113.7,117.3899,111.11,116.61,2621586
CYBR,3/28/2019,115.95,116.1,113.0001,114,531259
CYBR,3/29/2019,119.05,119.4,115.92,116.79,777372
CYBR,04/01/2019,119.34,121.95,117.26,121,642535
CYBR,04/02/2019,119.57,120.69,118.1594,119.3,752979
CYBR,04/03/2019,120.19,121.77,119.005,120.3,465027
CYBR,04/04/2019,114.22,120.19,112.34,119.8,1491363
CYBR,04/05/2019,114.42,116.0799,113.87,114.81,1850329
CYBR,04/08/2019,117.03,117.18,111.25,114.42,797390
CYBR,04/09/2019,118.38,118.9,116.34,116.49,595264
CYBR,04/10/2019,121.02,121.14,118.01,118.63,508085
CYBR,04/11/2019,119.54,121.75,119.345,121.66,457959
CYBR,04/12/2019,121.41,122.1,119.01,119.91,670039
CYBR,4/15/2019,121.89,124.59,121.31,121.4,738454
CYBR,4/16/2019,123.7,125.2,122.51,123.08,1043499
CYBR,4/17/2019,121.26,125.13,118.33,124.82,1060707
CYBR,4/18/2019,117.73,121.27,116.33,121.26,1163842
CYBR,4/22/2019,121.92,122.13,117.0005,117.8,599067
CYBR,4/23/2019,126.02,126.45,121.54,122.06,1209290
CYBR,4/24/2019,125.63,127.02,124.22,125.9,575922
CYBR,4/25/2019,124.73,127.23,124.14,124.5,592970
CYBR,4/26/2019,127.57,127.65,123.75,125,485095
CYBR,4/29/2019,129.26,129.74,127.8095,128.13,527541
CYBR,4/30/2019,128.93,129.93,127.5,129.14,472871
CYBR,05/01/2019,127.01,129.5426,126.5,129.38,404301
CYBR,05/02/2019,127.93,129.48,126.0101,126.89,471851
CYBR,05/03/2019,128.98,129.49,126.6301,128.22,476052
CYBR,05/06/2019,129.22,129.58,124.07,126.3,675635
CYBR,05/07/2019,127.63,129.52,125.85,128.15,597364
CYBR,05/08/2019,128.37,129.19,126.07,126.39,463028
CYBR,05/09/2019,126.62,128,122.05,125.74,715592
CYBR,05/10/2019,125.74,127.08,122.68,125.77,802215
CYBR,5/13/2019,121.24,123.35,119.33,123.35,2043322
CYBR,5/14/2019,123,133.49,120.27,128,4650329
CYBR,5/15/2019,126.12,128.2211,119.32,121.54,1417470
DOCU,3/15/2019,56.47,59.6204,56.35,58,7535989
DOCU,3/18/2019,57.75,57.78,56.11,56.95,2797612
DOCU,3/19/2019,56.66,57.25,55.54,56.81,4810644
DOCU,3/20/2019,55.38,56.22,54.3,56.07,3457575
DOCU,3/21/2019,57.08,57.23,54.57,54.93,2455434
DOCU,3/22/2019,53.34,57.01,53.13,56.68,2915173
DOCU,3/25/2019,52.59,53.84,52.07,53.01,1703124
DOCU,3/26/2019,53.74,54.34,53.1,53.25,2237957
DOCU,3/27/2019,51.88,53.66,51.38,53.56,1751243
DOCU,3/28/2019,51.78,52.46,51.14,52,1253120
DOCU,3/29/2019,51.84,52.49,51.32,52.07,1597341
DOCU,04/01/2019,52.14,52.6873,51.63,52.45,1244307
DOCU,04/02/2019,53.72,53.85,51.7635,52.23,1804346
DOCU,04/03/2019,54.14,54.72,53.75,54,2415379
DOCU,04/04/2019,53.34,54.35,52.2,54.32,1659832
DOCU,04/05/2019,53.84,54.202,53.3,53.45,1659577
DOCU,04/08/2019,53.81,54.19,53.03,53.67,1313013
DOCU,04/09/2019,53.58,53.98,53.2,53.38,3115961
DOCU,04/10/2019,55.91,56.86,53.79,53.8,3040556
DOCU,04/11/2019,55.35,56.36,55.0078,56.09,1178932
DOCU,04/12/2019,55.25,55.86,54.81,55.75,1308260
DOCU,4/15/2019,55.42,56.65,55.16,55.36,2226486
DOCU,4/16/2019,55.21,56.02,54.81,55.77,1200498
DOCU,4/17/2019,53.18,55.49,52.09,55.45,2390132
DOCU,4/18/2019,52.79,53.4995,50.92,53.2,1940987
DOCU,4/22/2019,54.13,54.3659,52.5,52.74,1043364
DOCU,4/23/2019,55.24,55.5508,54.2,54.4,1497789
DOCU,4/24/2019,55.84,56.25,55.09,55.47,1122237
DOCU,4/25/2019,57.01,57.64,55.9,56.21,2475971
DOCU,4/26/2019,57.26,57.95,56.65,57.2,1556997
DOCU,4/29/2019,57.66,58.37,57.03,57.61,1517467
DOCU,4/30/2019,56.67,56.94,55.375,56.5,2242988
DOCU,05/01/2019,55.82,57.42,55.8,57.1,1501949
DOCU,05/02/2019,54.89,56.5009,54.04,55.77,1447965
DOCU,05/03/2019,56.46,56.73,54.55,55.08,1657836
DOCU,05/06/2019,55.89,56.72,54.21,54.92,1610917
DOCU,05/07/2019,53.23,55.5,52.31,54.98,2198813
DOCU,05/08/2019,53.59,53.98,52.69,53.22,1481126
DOCU,05/09/2019,53.5,54,51.52,52.78,1320747
DOCU,05/10/2019,53.05,53.8823,50.95,53.05,1398468
DOCU,5/13/2019,50.42,51.77,50.02,51.42,1607388
DOCU,5/14/2019,52.54,52.84,50.9,51,2335795
DOCU,5/15/2019,53.67,53.9,52,52.29,1300463
ATHM,3/15/2019,92.55,92.94,89.75,90.8,903019
ATHM,3/18/2019,94.66,94.76,89.9988,92.64,1068376
ATHM,3/19/2019,92.24,95.5,90.97,94.89,1030614
ATHM,3/20/2019,92.22,93.29,90.15,91.91,746491
ATHM,3/21/2019,91.59,92.83,89.64,91.46,693660
ATHM,3/22/2019,90.31,91.76,88.41,90.83,860173
ATHM,3/25/2019,91.99,92.19,88.89,89.47,1176536
ATHM,3/26/2019,92,92.93,91.41,92.47,510145
ATHM,3/27/2019,90.84,92.66,90.555,92.28,577098
ATHM,3/28/2019,92.46,92.535,90.795,91.23,809615
ATHM,3/29/2019,105.12,106.03,93.5,93.7,2890407
ATHM,04/01/2019,104,105,99.34,105,2223278
ATHM,04/02/2019,102.62,103.99,100.2,103.41,617894
ATHM,04/03/2019,104.35,105.14,103.2,103.64,1318716
ATHM,04/04/2019,104.97,105.68,104.01,104.41,791108
ATHM,04/05/2019,108.51,111.6,105.1,105.13,2074606
ATHM,04/08/2019,109.97,110.42,106.51,108,790805
ATHM,04/09/2019,107.61,109.66,106.11,109.41,757210
ATHM,04/10/2019,108.41,109.17,107.333,108.05,680793
ATHM,04/11/2019,105.68,108.1,104.37,107.5,734217
ATHM,04/12/2019,107.54,108.85,106.205,106.97,403848
ATHM,4/15/2019,106.72,108.68,105.17,107.01,679706
ATHM,4/16/2019,108.34,108.81,103.76,107.2,1133819
ATHM,4/17/2019,112.14,117.99,111.05,111.88,1588755
ATHM,4/18/2019,113.26,114.05,111.33,112.61,789696
ATHM,4/22/2019,114.55,114.77,112.4131,112.87,874310
ATHM,4/23/2019,113.75,115.8,113.13,115.05,462870
ATHM,4/24/2019,114.49,115,111.1,113.98,622854
ATHM,4/25/2019,111.94,112.89,103.78,112.89,1081900
ATHM,4/26/2019,111.7,112.31,110.08,111.85,580635
ATHM,4/29/2019,115.62,115.88,111.74,112.77,665652
ATHM,4/30/2019,115.49,116.97,114.01,114.68,487173
ATHM,05/01/2019,110.83,116.11,110.66,115.89,872857
ATHM,05/02/2019,113.84,114.17,109.61,112,1073162
ATHM,05/03/2019,116.85,117.5,114.01,114.37,799853
ATHM,05/06/2019,114.21,117.37,110.2,110.2,1166040
ATHM,05/07/2019,110.26,113.5,108.69,112.97,1739130
ATHM,05/08/2019,106.96,109,102,108.76,1855997
ATHM,05/09/2019,105.39,106.215,100.58,104.51,1440348
ATHM,05/10/2019,105.8,107.9371,104.0164,105.68,870498
ATHM,5/13/2019,98.11,101.45,97.65,100.49,1296830
ATHM,5/14/2019,102.68,103.1525,99.2,99.94,681859
ATHM,5/15/2019,104.12,105.1,101.21,102.53,601999
WUBA,3/15/2019,61.76,62.41,60.885,61,771144
WUBA,3/18/2019,62.54,62.95,61.9,62.3,1368878
WUBA,3/19/2019,63.1,63.34,62.27,62.84,979897
WUBA,3/20/2019,63.81,64.25,62.66,62.78,705979
WUBA,3/21/2019,64.48,64.9,62.88,62.99,998059
WUBA,3/22/2019,61.76,64.36,61.05,63.77,769019
WUBA,3/25/2019,61.69,62.23,60.56,61.32,534568
WUBA,3/26/2019,61.84,62.6,61.35,61.99,516874
WUBA,3/27/2019,61.05,62.28,60.74,61.69,865144
WUBA,3/28/2019,62.79,62.92,60.97,61.35,780694
WUBA,3/29/2019,65.68,65.74,62.92,63.69,1112754
WUBA,04/01/2019,67.37,70.49,66.59,66.97,1865354
WUBA,04/02/2019,66.8,67.98,66.4975,67.33,699680
WUBA,04/03/2019,69.84,70.38,67.4,67.73,1343878
WUBA,04/04/2019,71.28,71.39,69.61,70.04,1368459
WUBA,04/05/2019,70.48,72.18,70.38,71.35,963842
WUBA,04/08/2019,71.07,71.66,69.41,70.24,652932
WUBA,04/09/2019,71.12,71.26,70.46,70.98,449135
WUBA,04/10/2019,70.11,71.12,69.58,70.74,406999
WUBA,04/11/2019,67.31,69.76,66.86,69.76,915623
WUBA,04/12/2019,69.08,69.69,68.07,68.59,450337
WUBA,4/15/2019,68.9,69.2,68.1655,68.84,520379
WUBA,4/16/2019,71.63,72.14,69.49,69.6,1045082
WUBA,4/17/2019,72.5,72.67,71.27,72,738460
WUBA,4/18/2019,72.59,72.59,71.13,72.2,656130
WUBA,4/22/2019,72.01,72.01,70.07,71.03,750280
WUBA,4/23/2019,72.7,72.89,70.9775,72.18,805977
WUBA,4/24/2019,70.7,72.44,70.28,72.34,859627
WUBA,4/25/2019,70.98,71.13,68.15,70.63,767573
WUBA,4/26/2019,71.46,72.01,70.63,70.98,528466
WUBA,4/29/2019,71.69,72,71.31,71.72,440000
WUBA,4/30/2019,71.79,72.78,71.01,71.22,480548
WUBA,05/01/2019,71.16,72.66,71.1,72.3,327628
WUBA,05/02/2019,71.58,71.71,70.2259,70.88,355654
WUBA,05/03/2019,72.45,72.9,71.55,71.79,343482
WUBA,05/06/2019,70.26,70.5,68.5,68.86,621569
WUBA,05/07/2019,65.59,70,64.86,69.01,2476625
WUBA,05/08/2019,66.01,66.78,65.01,65.71,1157190
WUBA,05/09/2019,65.4,65.98,63.01,64.84,1238939
WUBA,05/10/2019,65.57,66.42,64.1,65.06,660680
WUBA,5/13/2019,61.58,63,60.5,62.65,2153152
WUBA,5/14/2019,62.51,63.28,61.25,62.57,641620
WUBA,5/15/2019,62.76,63.14,62.1,62.53,462292
RNG,3/15/2019,106.19,107.64,105.35,106.55,583965
RNG,3/18/2019,106.33,107.74,105.045,106.05,513366
RNG,3/19/2019,107.74,107.95,103.53,106.51,1281716
RNG,3/20/2019,107.67,109.36,106.55,107.5,524641
RNG,3/21/2019,111.57,111.7,106.93,107.37,708328
RNG,3/22/2019,106.59,111.13,106.59,110.75,546157
RNG,3/25/2019,106.3,106.8768,103.48,105.6,528816
RNG,3/26/2019,108.19,109.21,106.43,107.89,643215
RNG,3/27/2019,106.02,109.28,104.196,108,513466
RNG,3/28/2019,107.49,108.74,106,106.18,469292
RNG,3/29/2019,107.8,109.24,106.86,108.32,642994
RNG,04/01/2019,109.33,110.49,106.86,109.41,637943
RNG,04/02/2019,110.04,110.2,107.275,109.23,594407
RNG,04/03/2019,110.59,111.895,109.78,111,631461
RNG,04/04/2019,104.74,111.519,103.93,110.73,2003024
RNG,04/05/2019,106.35,107.25,105,105.27,1441246
RNG,04/08/2019,103.33,105.88,101.33,105.61,1461478
RNG,04/09/2019,103.27,103.65,102.025,102.3,1298265
RNG,04/10/2019,103.29,104.53,102.06,103.06,1198368
RNG,04/11/2019,105.6,105.91,102.08,104.04,744791
RNG,04/12/2019,105.73,106.32,104.25,105.7,993942
RNG,4/15/2019,106.26,107.215,105.15,105.78,392187
RNG,4/16/2019,105.18,107.71,104.76,106.76,830554
RNG,4/17/2019,104.21,105.9773,102.62,105.76,1088959
RNG,4/18/2019,105.5,105.52,101.49,103.5,797239
RNG,4/22/2019,108.38,108.65,104.825,104.85,648897
RNG,4/23/2019,111.31,111.52,108.51,109.02,966345
RNG,4/24/2019,111.6,113.24,111.3,111.98,551385
RNG,4/25/2019,113.16,113.99,111.19,112.38,656832
RNG,4/26/2019,115.36,115.37,112,113.18,407747
RNG,4/29/2019,116.01,117,115.505,115.89,1107853
RNG,4/30/2019,116.37,116.54,114.83,115.71,516138
RNG,05/01/2019,114.87,117.46,114.76,117.21,610654
RNG,05/02/2019,115.49,116.6,113.505,114.84,807581
RNG,05/03/2019,119.46,119.46,115.22,116.61,987958
RNG,05/06/2019,121.06,121.28,114.71,115.15,1752253
RNG,05/07/2019,118.15,118.87,114.45,118.35,2362650
RNG,05/08/2019,118.05,120.41,117.705,117.9,801098
RNG,05/09/2019,122.92,123.98,116.1,116.71,1313148
RNG,05/10/2019,122.73,123.7,119.1,122.04,839689
RNG,5/13/2019,115.75,119.97,115.44,119.2,1234037
RNG,5/14/2019,118.19,118.68,115.83,117.03,1377289
RNG,5/15/2019,119.14,120.6,116.85,116.85,561728
WB,3/15/2019,62.61,63.55,62,62.15,1670528
WB,3/18/2019,62.83,63.6,61.24,63.31,1744128
WB,3/19/2019,63.05,63.59,62.58,63.2,1218320
WB,3/20/2019,61.01,62.52,60.4318,62.52,2567922
WB,3/21/2019,60.65,61.6259,60.07,60.78,1779819
WB,3/22/2019,58.7,61.181,58.59,60.32,2016807
WB,3/25/2019,59.03,59.26,57.6,58.31,1432457
WB,3/26/2019,58.59,59.75,57.84,59.12,1201878
WB,3/27/2019,57.89,59.09,57.3656,58.68,1228058
WB,3/28/2019,58.33,58.67,57.45,58.04,865554
WB,3/29/2019,61.99,62.25,59.381,59.67,3593134
WB,04/01/2019,66.4,66.905,63.1276,63.23,4483762
WB,04/02/2019,65.9,66.81,65.22,65.88,1690415
WB,04/03/2019,68.94,70,67.05,67.28,3686492
WB,04/04/2019,68.74,69.6955,68.08,68.61,2402925
WB,04/05/2019,71.06,72.09,68.47,69.11,2215845
WB,04/08/2019,71.91,71.97,69.77,70.94,1437598
WB,04/09/2019,70.8,71.7,70.06,70.4,1464449
WB,04/10/2019,70.57,71.3053,69.21,70.71,1492703
WB,04/11/2019,68.9,70.13,68.1735,70.13,1303382
WB,04/12/2019,70.47,71.5,69.25,70.19,911278
WB,4/15/2019,68.6,70.28,67.73,70.06,1169315
WB,4/16/2019,70.4,71.39,69.6742,69.86,1782111
WB,4/17/2019,71.15,72.49,69.8,69.8,1424663
WB,4/18/2019,71.5,71.6,70.42,70.89,908537
WB,4/22/2019,72.32,72.78,70.5,70.64,1037294
WB,4/23/2019,72,72.62,71.35,72.54,959054
WB,4/24/2019,70.31,72,68.63,72,1458482
WB,4/25/2019,69.84,70.21,68.64,69.88,1805199
WB,4/26/2019,67.74,69.99,67.09,69.89,2084057
WB,4/29/2019,67.75,68.64,67.15,67.64,1984458
WB,4/30/2019,68.5,69.25,67.35,67.47,1756769
WB,05/01/2019,67.94,69.34,67.88,69,567442
WB,05/02/2019,67.11,68.44,65.84,68.44,982446
WB,05/03/2019,68.79,69.03,67.71,68.29,955051
WB,05/06/2019,65.23,65.6,62.49,64.31,2401285
WB,05/07/2019,62.44,64.91,61.63,64.6,2167631
WB,05/08/2019,61.95,62.8,61.12,62.39,1422916
WB,05/09/2019,61.79,61.975,59.56,60.3,1244781
WB,05/10/2019,61.43,62.34,59.97,61.64,1165462
WB,5/13/2019,58.63,59.35,57.52,58.49,2343136
WB,5/14/2019,59.22,60.25,58.43,60.2,1213186
WB,5/15/2019,58.99,59.4,57.43,58.59,1175489
TEAM,3/15/2019,110.27,112.23,109.6425,110.83,2235528
TEAM,3/18/2019,111.22,111.73,109.66,110.12,729522
TEAM,3/19/2019,112.42,113.3999,110.31,112.21,1148285
TEAM,3/20/2019,112.83,113.9,111.278,112.64,823398
TEAM,3/21/2019,115.5,115.88,112.1,112.34,1098204
TEAM,3/22/2019,109.83,115.0538,109.73,114.69,1433213
TEAM,3/25/2019,109.86,110.39,107.9,109.33,890709
TEAM,3/26/2019,111.55,112.95,110.5,111.63,727757
TEAM,3/27/2019,106.99,112,105.2001,111.4,2086836
TEAM,3/28/2019,108.46,109.87,106.6,107.08,1132254
TEAM,3/29/2019,112.39,112.51,108.68,110.2,1239042
TEAM,04/01/2019,113.87,115.375,111.37,114.03,1255281
TEAM,04/02/2019,115.6,116.09,112.22,114.44,980052
TEAM,04/03/2019,115.36,116.7,114.6701,116.3,1102370
TEAM,04/04/2019,110.22,115.6,106.75,115.6,2366651
TEAM,04/05/2019,111.33,112.54,110.19,111.53,1239671
TEAM,04/08/2019,112.08,112.14,108.2944,111.28,1009585
TEAM,04/09/2019,112.15,112.69,110.2,111,1194328
TEAM,04/10/2019,112.74,113.7,111.83,112.15,1714198
TEAM,04/11/2019,114.44,114.69,111.57,113.64,1224381
TEAM,04/12/2019,112.68,115.67,112.28,115.28,1543210
TEAM,4/15/2019,114.45,117.06,113.56,114.01,2094414
TEAM,4/16/2019,112.97,115.61,112.22,115.09,2014279
TEAM,4/17/2019,111.19,114.1304,109.6737,113.39,3261621
TEAM,4/18/2019,101.94,105.6,100.25,101.4,7538972
TEAM,4/22/2019,103.75,104.25,100.2829,100.72,2528972
TEAM,4/23/2019,106.72,107.1,103.87,104.25,3143154
TEAM,4/24/2019,103.17,108.06,102.845,107.52,2177491
TEAM,4/25/2019,106,106.07,102.61,104,1468385
TEAM,4/26/2019,108.21,108.34,104.6014,105.84,1129938
TEAM,4/29/2019,110.05,110.7,107.8001,107.93,2116224
TEAM,4/30/2019,110.15,111.6623,109.1039,109.25,1658601
TEAM,05/01/2019,108.59,110.99,108.57,110.23,1092704
TEAM,05/02/2019,109.01,109.8,106.8,107.82,1108245
TEAM,05/03/2019,110.41,111.7,109.4577,110.33,854334
TEAM,05/06/2019,110.57,110.9,106.11,107,840981
TEAM,05/07/2019,110.67,112,109.63,109.65,2085118
TEAM,05/08/2019,117.17,117.45,110.8635,110.99,3568259
TEAM,05/09/2019,125.13,125.31,115.22,116.16,4810605
TEAM,05/10/2019,128.87,129.97,121.5,123.11,3709346
TEAM,5/13/2019,120.78,126.778,120.63,124.71,2720368
TEAM,5/14/2019,123.77,124.62,121.11,121.6,1435783
TEAM,5/15/2019,126.08,127.37,122.57,122.91,1212338
SPLK,3/15/2019,127.32,127.98,126.12,126.5,1937974
SPLK,3/18/2019,128.58,129.9,127.33,127.33,1799990
SPLK,3/19/2019,129.55,130.38,128.58,129.69,1681836
SPLK,3/20/2019,129.99,131,127.6577,129.5,1186169
SPLK,3/21/2019,132.47,132.5,129.5,129.5,1291840
SPLK,3/22/2019,125.68,132.28,124.55,132.22,2298549
SPLK,3/25/2019,123.54,125.39,122.015,125,2112848
SPLK,3/26/2019,124.28,125.9999,123.5,125.91,1233191
SPLK,3/27/2019,120.49,124.61,118.83,124.2,1614261
SPLK,3/28/2019,121.83,122.33,119.5,120.5,1210130
SPLK,3/29/2019,124.6,125.565,122.3301,123.2,2405334
SPLK,04/01/2019,126.84,128.88,124.525,126.3,1459225
SPLK,04/02/2019,127.73,127.82,125.48,126.84,1471715
SPLK,04/03/2019,128.87,129.9093,127.25,128.61,1081795
SPLK,04/04/2019,125.95,130.1595,122.95,129,1687018
SPLK,04/05/2019,128.7,129.08,126.07,126.08,1548729
SPLK,04/08/2019,129.63,129.7,125.9,128.74,972756
SPLK,04/09/2019,129.69,130.02,128.17,128.69,1169206
SPLK,04/10/2019,133.92,134.32,130.21,130.32,1467292
SPLK,04/11/2019,135.38,135.77,133.22,133.62,1357666
SPLK,04/12/2019,134.94,135.9,133.9375,135.9,1008291
